sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1801134P44S5,,EvidenceSentence,"The examiner diagnosed the Veteran with PTSD and Histrionic Personality Disorder noting that the Veteran's personality disorder heightens the Veteran's symptoms, but that it is not causative of his PTSD, anxiety, or depressive symptoms."
1801134P44S6,,EvidenceSentence,"The examiner also determined that the Veteran exhibited some borderline hypo-manic symptoms, but that he was primarily depressed."
1801134P44S7,,EvidenceSentence,"The examiner found that the Veteran had a GAF score of 49, and that the Veteran did not have total occupational and social impairment due to his PTSD symptoms, but that his symptoms did result in deficiencies in judgment, thinking, family relations, work, mood, and concentration."
1801134P45S2,,EvidenceSentence,"In a May 2011 Psychiatry visit, the Veteran reported being easily startled and being awakened from nightmares about 4-5 times per week."
1801134P45S3,,EvidenceSentence,"He further reported sleep impairment, anxiety, being easily irritated, crying spells, and that he smokes marijuana daily to help him to relax."
1801134P45S4,,EvidenceSentence,"The examiner diagnosed the Veteran with PTSD with marijuana abuse, and determined that the Veteran had a GAF score of 60."
1801134P46S2,,EvidenceSentence,"Subsequently, in September 2011, the Veteran received another VA examination to determine the severity of his PTSD symptoms."
1801134P46S3,,EvidenceSentence,"The Veteran reported symptoms of sadness, anxiety, increased arousal, and avoidance."
1801134P46S4,,EvidenceSentence,"The Veteran further reported sleep impairment and nightmares, but denied any suicide attempts."
1801134P46S5,,EvidenceSentence,"The Veteran described the relationships with his wife, siblings, and children as good."
1801134P46S6,,EvidenceSentence,"Occupationally, the Veteran reported having been employed as a welder for 30 years, and that he has not worked in 21 years due to the effects of his mental condition."
1801134P46S7,,EvidenceSentence,"The examiner noted that the Veteran exhibited mood swings, anxiety, impaired attention and/or focus, problems concentrating, and that marijuana contributes to the Veteran's depressed mood."
1801134P46S8,,EvidenceSentence,"The examiner further noted that panic attacks are absent, but that the Veteran has mild memory impairment, and passive thoughts of death."
1801134P46S9,,EvidenceSentence,"The examiner determined that the Veteran had a GAF score of 51, and that the Veteran's symptoms are best described as causing occupational and social impairment with occasional decrease in work efficiency."
1801134P47S2,,EvidenceSentence,"In April 2012, the Veteran was admitted to a Behavioral Health Treatment Program for PTSD."
1801134P47S3,,EvidenceSentence,A risk assessment determined that the Veteran was a danger to himself and/or others due to having poor impulse control and suicidal ideations.
1801134P47S4,,EvidenceSentence,"The examiner noted problems of tension, difficulty relaxing, unwanted memories, anger/irritability, relationship problems, and poor communication skills."
1801134P47S5,,EvidenceSentence,The examiner also determined that the Veteran had a GAF score of 49.
1801134P48S2,,EvidenceSentence,"In September 2014, the Veteran received a Disability Benefits Questionnaire (DBQ), for purposes of a PTSD review."
1801134P48S3,,EvidenceSentence,"The examiner noted that the Veteran exhibited symptoms of depressed mood, anxiety, suspiciousness, and panic attacks."
1801134P48S4,,EvidenceSentence,"The examiner further noted symptoms of mild memory loss, disturbances of motivation and mood, obsessional rituals, and delusions or hallucinations."
1801134P48S5,,EvidenceSentence,The examiner determined that the Veteran's PTSD condition has progressed and that the Veteran's depression exacerbates his PTSD symptoms.
1801134P48S6,,EvidenceSentence,The examiner further found that the Veteran had occupational and social impairment with deficiencies in most areas.
1801134P49S2,,Sentence,Legal Analysis
1801134P50S2,ReasoningSentence,FindingSentence,"The Veteran's PTSD has been rated in stages with a 50 percent rating from September 10, 2010, and a 70 percent rating from April 30, 2014."
1801134P51S2,,FindingSentence,"The Board finds that prior to April 30, 2014, a higher rating of 70 percent is warranted; however, that the criteria for a total rating for PTSD have not been met at any time during the appeal period."
1801134P52S2,,EvidenceSentence,"The Board notes that in his September 10, 2010 examination, the Veteran reported suicidal ideations, chronic dysphoria, panic attacks, and obsessive rituals."
1801134P52S3,,EvidenceSentence,"The examiner determined that the Veteran had a GAF score of 49, indicative of serious symptoms."
1801134P52S4,,EvidenceSentence,"In contrast, a May 2011 Psychiatry Note, noted that the Veteran had a GAF score of 60, indicative of moderate symptoms."
1801134P52S5,,EvidenceSentence,"Similarly, in his September 2011 VA examination, the examiner determined that the Veteran had a GAF score of 51, also indicative of moderate symptoms."
1801134P52S6,,EvidenceSentence,"Finally, after being admitted to a treatment program for PTSD in April 2012, the examiner determined that the Veteran had a GAF score of 49, again, denoting serious symptoms."
1801134P52S7,,EvidenceSentence,"Notably, the evidence shows that the Veteran was discharged from the program, and was subsequently referred to mental health at the VA Corpus Christi, OPC."
1801134P53S2,,EvidenceSentence,"The Veteran's September 2014 DBQ, the examiner determined that the Veteran's PTSD condition progressed and that the Veteran had occupational and social impairment with deficiencies in most areas."
1801134P53S3,,EvidenceSentence,"In October 2014, the Veteran reported that he sleeps well and has nightmares from time to time."
1801134P53S4,,EvidenceSentence,"He denied depression and suicidal ideations, and reported that he goes fishing 2 to 3 times a week, and that he enjoys talking, and enjoys life."
1801134P53S5,,EvidenceSentence,"Similarly in June 2015 and in October 2016, the Veteran reported that he sleeps well, enjoys working around the house, and walking his dog."
1801134P53S6,,EvidenceSentence,"He again denied depression, suicidal ideation, and that he enjoys life."
1801134P53S7,,EvidenceSentence,"Moreover, most recently in August 2017, a Pharmacy Clinical Note indicated that the Veteran's psychiatric condition was stable, and that he is well-controlled on his current therapy."
1801134P54S2,,FindingSentence,"Therefore, considering the evidence above, the Board finds that, giving the Veteran the benefit of the doubt given the noted fluctuation in the severity of his symptomatology during the period prior to April 30, 2014, that his symptoms for this entire period more nearly approximate the criteria for a 70 percent rating."
1801134P54S3,,ReasoningSentence,"However, in considering a higher rating, the Board finds that at no time during the appeal period was the Veteran's symptomatology representative of total social impairment."
1801134P54S4,,EvidenceSentence,"Socially, he maintained relationships with his family, engaged in fishing, and walked the dog."
1801134P54S5,ReasoningSentence,EvidenceSentence,"While he demonstrated some of the criteria for a 100 percent rating during his 2012 admission, overall his symptoms even during this period more nearly approximate the level of disability in the 70 percent rating rather than the total rating."
1801134P54S6,,EvidenceSentence,"Moreover, his symptomatology improved upon release."
1801134P54S7,ReasoningSentence,EvidenceSentence,"The Board also recognizes his occasional reports of suicidal ideation and thoughts, however, again, these symptoms are compensated and considered as part of the 70 percent rating."
1801134P54S8,,FindingSentence,"As the evidence preponderates against the claim, the benefit of the doubt doctrine is inapplicable, and an increased rating must be denied."
1801134P54S9,,CitationSentence,"38 U.S.C. Â§ 5107 (b) (West 2014); 38 C.F.R. Â§Â§ 3.102; 4.3; Gilbert, 1 Vet. App. at 53-56."
1801134P55S2,,FindingSentence,"Accordingly, the Board fins that an increase to 70 percent disabling, but no higher, for the entire appeal period, before and after April 30, 2014, is warranted."
1801134P55S3,,CitationSentence,"See 38 U.S.C. Â§ 5107 (b) (2012); 38 C.F.R. Â§Â§ 3.102; 4.3 (2017); Gilbert v. Derwinski, 1 Vet. App. 49, 53-56."
1801134P56S1,,Sentence,ORDER
1801134P57S2,,EvidenceSentence,"Entitlement to a 70 percent disability rating, but no higher, for PTSD, with cannabis abuse and depressive disorder, for the period prior to April 30, 2014, is granted."
1801134P58S2,,EvidenceSentence,"Entitlement to an increased evaluation for PTSD, with cannabis abuse and depressive disorder, in excess of 70 percent disabling from April 30, 2014 is denied."
1801134P59S2,,Sentence,____________________________________________
1801134P60S2,,Sentence,GAYLE E. STROMMEN
1801134P61S2,,Sentence,"Veterans Law Judge, Board of Veterans' Appeals"
1801134P62S2,,Sentence,Department of Veterans Affairs
1801535P1S1,,Sentence,Citation Nr: 1801535
1801535P2S1,,Sentence,Decision Date: 01/10/18    Archive Date: 01/23/18
1801535P3S1,,Sentence,DOCKET NO.  14-09 566)	DATE
1801535P4S2,,Sentence,On appeal from the
1801535P5S2,,Sentence,"Department of Veterans Affairs Regional Office in Los Angeles, California"
1801535P6S1,,Sentence,THE ISSUES
1801535P7S2,,Sentence,"1  Entitlement to an initial rating for posttraumatic stress disorder (PTSD), rated as 30-percent disabling prior to October 3, 2014, and 50-percent disabling thereafter."
1801535P8S2,,Sentence,2.
1801535P8S3,,LegalRuleSentence,Entitlement to a total disability rating based on individual unemployability (TDIU) due to a service-connected disability.
1801535P9S1,,Sentence,REPRESENTATION
1801535P10S2,,Sentence,Appellant represented by:Military Order of the Purple Heart
1801535P11S1,,Sentence,ATTORNEY FOR THE BOARD
1801535P12S2,,Sentence,"D. Abdelbary, Associate Counsel"
1801535P13S1,,Sentence,INTRODUCTION
1801535P14S2,,EvidenceSentence,The Veteran served on active duty from January 1968 to January 1970.
1801535P15S2,,Sentence,"This case comes before the Board of Veterans' Appeals (Board) on appeal from a June 2010 rating decision issued by the Department of Veterans Affairs (VA) Regional Office (RO) in St. Paul, Minnesota, which granted entitlement to service connection for PTSD at a 30-percent rating."
1801535P15S3,,Sentence,"Jurisdiction was subsequently transferred to the RO in Los Angeles, California, and that office forwarded this appeal to the Board."
1801535P16S2,,EvidenceSentence,"In a March 2014 VA Form 9, in addition to filing a substantive appeal as to the initial rating of 30 percent to his service-connected PTSD, the Veteran also stated that his PTSD has rendered him unemployable."
1801535P16S3,,Sentence,"Entitlement to TDIU is considered a part of the Veteran's claim for entitlement to an increased rating for PTSD, based on the Court's holding in Rice v. Shinseki."
1801535P16S4,,CitationSentence,22 Vet. App. 453 (a TDIU request in which the disability is already service connected is not a separate claim for benefits but rather is part of a claim for increased compensation); 38 C.F.R. Â§ 3.400 (2017).
